product_code,product_description,customer_count,total_quantity,total_revenue,avg_price
84619,BLUE GINGHAM ROSE QUILT,3,3,137.85000000000002,45.95
22302,COFFEE MUG PEARS  DESIGN,8,54,137.7,2.55
21287,SCENTED VELVET LOUNGE CANDLE,1,360,136.8,0.38
21826,EIGHT PIECE DINOSAUR SET,7,109,136.25,1.25
21041,RED SPOTTY OVEN GLOVE DOUBLE,11,46,135.70000000000002,2.95
85231B,CINAMMON SET OF 9 T-LIGHTS,17,159,135.15,0.85
21353,SILVER SLEIGHBELL  WREATH,7,17,135.15,7.95
79323G,GOLD  CHERRY LIGHTS,6,20,135.0,6.75
21054,NURSE'S BAG SOFT TOY,5,15,134.25,8.95
21533,RETRO SPOT LARGE MILK JUG,13,27,133.65,4.95
22122,SET OF 2 FANCY FONT TEA TOWELS,11,45,132.75000000000003,2.9500000000000006
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,6,63,132.3,2.1
22119,PEACE WOODEN BLOCK LETTERS,6,19,132.05,6.95
22207,FRYING PAN UNION FLAG,9,31,131.75,4.25
21205,MULTICOLOUR 3D BALLS GARLAND,3,60,131.4,2.4
37446,MINI CAKE STAND WITH HANGING CAKES,10,95,131.35,1.4311764705882353
37448,CERAMIC CAKE DESIGN SPOTTED MUG,11,88,131.11999999999998,1.49
21587,COSY HOUR GIANT TUBE MATCHES,8,51,130.05,2.55
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,6,13,129.35,9.95
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,5,26,128.7,4.95
79323B,BLACK CHERRY LIGHTS,6,19,128.25,6.75
84813,SET OF 4 DIAMOND NAPKIN RINGS,4,10,127.5,12.75
22073,RETRO SPOT STORAGE JAR,9,34,127.5,3.75
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,5,10,127.5,12.75
85114B,IVORY ENCHANTED FOREST PLACEMAT,6,77,127.04999999999998,1.65
48189,DOOR MAT FRIENDSHIP,8,20,127.0,6.6499999999999995
35979,SIX STRING SCANDINAVIAN HEART DECS,9,43,126.85000000000002,2.95
84692,BOX OF 24 COCKTAIL PARASOLS,7,301,126.42,0.42
35160,BUDDHA INCENSE HOLDER ASSORTED,6,177,124.53,0.82
17164D,ASS COL SMALL SAND FROG P'WEIGHT,4,330,124.20000000000002,0.4075
22274,FELTCRAFT DOLL EMILY,11,42,123.90000000000002,2.9500000000000006
21738,COSY SLIPPER SHOES SMALL  RED,7,42,123.9,2.95
21539,RETRO SPOTS BUTTER DISH,8,25,123.75000000000001,4.95
84990,60 GOLD AND SILVER FAIRY CAKE CASES,9,224,123.20000000000002,0.55
20960,WATERMELON BATH SPONGE,10,98,122.5,1.25
85044,RED REINDEER STRING OF 20 LIGHTS,3,28,121.8,4.716666666666667
85049A,TRADITIONAL CHRISTMAS RIBBONS,12,97,121.25,1.25
84598,BOYS ALPHABET IRON ON PATCHES,1,576,120.96,0.21
84568,GIRLS ALPHABET IRON ON PATCHES,2,576,120.96,0.21
20987,GEISHA GIRL CHOPSTICKS SET/5,9,62,120.9,1.95
22047,EMPIRE GIFT WRAP,6,325,120.5,0.4066666666666666
79067,CORONA MEXICAN TRAY,6,32,120.0,3.75
22299,PIG KEYRING WITH LIGHT & SOUND,4,96,120.0,1.25
22301,COFFEE MUG CAT + BIRD DESIGN,7,47,119.84999999999998,2.55
21781,MA CAMPAGNE CUTLERY BOX,5,8,119.6,14.95
21777,RECIPE BOX WITH METAL HEART,6,15,119.25000000000001,7.95
22193,RED DINER WALL CLOCK,5,14,119.0,8.5
10002,INFLATABLE POLITICAL GLOBE,9,140,118.99999999999999,0.85
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,4,21,118.95000000000002,5.825
84854,GIRLY PINK TOOL SET,8,24,118.80000000000001,4.95
84352,SILVER CHRISTMAS TREE BAUBLE STAND,6,7,118.65,16.95
21242,RED SPOTTY PLATE,9,70,118.29999999999998,1.69
11001,ASSTD DESIGN RACING CAR PEN,3,70,118.29999999999998,1.69
21743,STAR PORTABLE TABLE LIGHT,7,40,118.00000000000001,2.95
72267,PREMIUM CHURCH CANDLE,12,56,117.60000000000001,2.1
21823,PAINTED METAL HEART WITH HOLLY BELL,4,81,117.44999999999999,1.45
35004B,SET OF 3 BLACK FLYING DUCKS,3,25,117.05000000000001,4.916666666666667
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,1,180,117.0,0.65
21913,VINTAGE SEASIDE JIGSAW PUZZLES,5,31,116.25,3.75
21172,PARTY METAL SIGN,10,80,116.0,1.45
21341,KASBAH LANTERN WITH GLASS,2,27,115.95,4.45
85041,SET/4 PINK ORCHID CANDLES IN BOWL,5,76,115.8,1.6099999999999997
22282,12 EGG HOUSE PAINTED WOOD,3,9,114.75,12.75
21558,SKULL LUNCHBOX WITH CUTLERY,11,45,114.74999999999999,2.55
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",5,23,113.85000000000001,4.95
22059,CERAMIC STRWBERRY DESIGN MUG,5,76,113.24000000000001,1.49
82616A,BUBBLE GUM SCARF KNITTING KIT,6,66,113.10000000000001,2.666666666666667
21259,VICTORIAN SEWING BOX SMALL,7,19,113.05000000000003,5.95
21837,CROSS STITCH ALPHABET CUSHION COVER,7,19,113.05,5.95
85034A,3 GARDENIA MORRIS BOXED CANDLES,3,29,112.69,4.1033333333333335
20677,PINK SPOTTY BOWL,6,101,112.57000000000001,1.2183333333333333
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,10,30,112.5,3.75
21556,CERAMIC STRAWBERRY MONEY BOX,8,44,112.19999999999999,2.55
22087,PAPER BUNTING WHITE LACE,5,38,112.10000000000002,2.95
84360,TABLE LAMP WHITE SHADE WOOD BASE,2,24,111.60000000000001,4.65
47566B,TEA TIME PARTY BUNTING,6,24,111.6,4.65
21625,VINTAGE UNION JACK APRON,4,16,111.20000000000002,6.95
22199,FRYING PAN RED POLKADOT,6,26,110.5,4.25
22169,FAMILY ALBUM WHITE PICTURE FRAME,4,13,110.5,8.5
21639,ASSORTED TUTTI FRUTTI KEYRING,5,130,110.49999999999999,0.85
20966,SANDWICH BATH SPONGE,10,88,110.0,1.25
21244,BLUE  SPOTTY PLATE,9,65,109.85,1.69
21039,RED SPOTTY SHOPPING BAG,5,43,109.64999999999999,2.55
37494A,FAIRY CAKE CERAMIC BUTTER DISH,2,42,109.5,2.75
21784,SHOE SHINE BOX,6,11,109.44999999999999,9.95
21241,GREEN SPOTTY CUP,7,143,109.07000000000001,0.8314285714285714
21770,OPEN CLOSED METAL SIGN,11,22,108.90000000000003,4.95
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,13,128,108.79999999999998,0.85
22107,PIZZA PLATE IN BOX,9,29,108.75,3.75
21500,PINK SPOTS  WRAP,7,275,107.5,0.40857142857142853
20753,RETRO PINK SPOT WASHING UP GLOVES,11,51,107.10000000000002,2.1
22129,PARTY CONES CANDY TREE DECORATION,3,144,106.79999999999998,0.8066666666666666
21153,RED SPOTTY TABLECLOTH,4,10,106.5,10.65
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,13,36,106.20000000000003,2.9500000000000006
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,4,36,106.20000000000002,2.9500000000000006
47556B,TEA TIME TEA TOWELS,10,36,106.20000000000002,2.95
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,36,106.20000000000002,2.95
20990,SPRING FLOWER CHOPSTICKS SET/5,6,54,105.3,1.95
72815,3 WICK CHRISTMAS BRIAR CANDLE,7,28,105.0,3.75
21670,BLUE SPOT CERAMIC DRAWER KNOB,6,84,105.0,1.25
37501,TEA TIME TEA SET IN GIFT BOX,4,15,104.25,6.95
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,3,21,103.95,4.95
17165D,ASS COL LARGE SAND FROG P'WEIGHT,3,119,103.35000000000001,0.9833333333333333
85033S,SET/6 SILVER REINDEER T-LIGHTS,5,53,103.35,1.95
21155,RED SPOTTY PEG BAG,7,49,102.9,2.1
21323,HANGING MEDINA LANTERN LARGE,2,27,102.75,4.0
72801F,S/4 FESTIVE RED DINNER CANDLES,8,82,102.5,1.25
21593,SWALLOW CIGAR BOX MATCHES,6,82,102.5,1.25
22321,BIRD DECORATION RED SPOT,8,122,102.14000000000001,0.83375
21735,TWO DOOR CURIO CABINET,5,8,102.0,12.75
20765,CHRYSANTHEMUM SKETCHBOOK,2,34,101.9,3.35
84358,FLOOR LAMP SHADE WOOD BASE,1,12,101.88,8.49
20827,GOLD APERITIF GLASS,1,48,101.76,2.12
20826,SILVER APERITIF GLASS,1,48,101.76,2.12
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,6,52,101.4,1.95
21390,FILIGRIS HEART WITH BUTTERFLY,5,81,101.25,1.25
84509B,FAIRY CAKE PLACEMATS,7,27,101.25,3.75
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,3,48,100.80000000000001,2.1
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,48,100.80000000000001,2.1
82583,HOT BATHS METAL SIGN,8,48,100.79999999999998,2.1
21098,CHRISTMAS TOILET ROLL,8,86,100.66,1.2262500000000003
21333,CLASSIC WHITE FRAME,9,34,100.30000000000001,2.95
21300,ANTIQUE EDWARDIAN DRESSER,1,2,99.9,49.95
21586,KINGS CHOICE GIANT TUBE MATCHES,6,39,99.45,2.55
22196,SMALL HEART MEASURING SPOONS,12,117,99.44999999999999,0.85
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,9,39,99.44999999999999,2.55
21869,POTTING SHED COFFEE MUG,6,90,98.82000000000001,1.2183333333333333
20676,RED SPOTTY BOWL,11,79,98.75,1.25
21687,SILVER PLATE CANDLE BOWL LARGE,4,26,97.5,3.75
21619,4 VANILLA BOTANICAL CANDLES,4,26,97.5,3.75
21218,RED SPOTTY BISCUIT TIN,10,26,97.5,3.75
21645,ASSORTED TUTTI FRUTTI ROUND BOX,5,59,97.34999999999998,1.65
21410,COUNTRY COTTAGE  DOORSTOP GREEN,4,36,97.0,3.8125
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,9,77,96.25,1.25
79164,BLACK WINE GLASS,3,64,95.99999999999999,1.5833333333333333
22055,MINI CAKE STAND  HANGING STRAWBERY,10,58,95.7,1.65
20978,36 PENCILS TUBE SKULLS,7,76,95.0,1.25
21498,RED SPOTS  WRAP,7,225,94.5,0.42
21385,IVORY HANGING DECORATION  HEART,6,111,94.34999999999998,0.85
22333,RETRO SPORT PARTY BAG + STICKER SET,9,57,94.05000000000001,1.65
84378,SET OF 3 HEART COOKIE CUTTERS,6,75,93.75,1.25
20989,URBAN CHIC CHOPSTICKS SET/5,5,48,93.6,1.95
90090,PINK CRYSTAL HEART PHONE CHARM,2,110,93.5,0.85
21329,DINOSAURS  WRITING SET,8,68,93.44,1.5662499999999997
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4,44,92.4,2.1
84472,PINK AND LILAC QUILTED THROW,2,2,91.9,45.95
21890,S/6 WOODEN SKITTLES IN COTTON BAG,10,31,91.45,2.95
85049E,SCANDINAVIAN REDS RIBBONS,10,73,91.25,1.25
20871,OPULENT VELVET SET/3 CANDLES,6,58,91.2,1.8166666666666667
84466,TOP SECRET PEN SET,8,90,90.89999999999999,1.2125
85221,ASSORTED COLOUR SILK COIN PURSE,4,156,90.6,1.0325
85222,ASSORTED COLOUR SILK COSMETIC PURSE,4,43,90.30000000000001,2.1
21804,WHITE CHRISTMAS GARLAND STARS TREES,2,24,90.0,3.75
21010,ETCHED GLASS BIRD TREE DECORATION,4,72,90.0,1.25
21282,NATURAL BARK CANDLE LARGE,1,24,90.0,3.75
21761,WOOD AND GLASS MEDICINE CABINET,3,3,89.85,29.95
21166,COOK WITH WINE METAL SIGN,12,46,89.69999999999999,1.95
21056,DOCTOR'S BAG SOFT TOY,2,10,89.5,8.95
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,4,15,89.25,5.95
20748,KENSINGTON COFFEE SET,5,7,89.25,12.75
21537,RETRO SPOTS PUDDING BOWL,6,21,89.25,4.25
21326,AGED GLASS SILVER T-LIGHT HOLDER,7,136,88.39999999999999,0.65
20751,FUNKY WASHING UP GLOVES ASSORTED,8,42,88.20000000000002,2.1
47568,ENGLISH ROSE DESIGN PEG BAG,9,42,88.19999999999999,2.1
84721,MANHATTAN CANVAS ART PICTURE,2,20,87.8,8.35
21260,FIRST AID TIN,7,27,87.75,3.25
21577,SAVE THE PLANET COTTON TOTE BAG,6,39,87.75,2.25
21811,CHRISTMAS HANGING HEART WITH BELL,7,70,87.5,1.25
21114,LAVENDER SCENTED FABRIC HEART,9,70,87.5,1.25
21934,SKULL SHOULDER BAG,5,53,87.45,1.65
85136C,RED SHARK HELICOPTER,4,11,87.45,7.95
22283,6 EGG HOUSE PAINTED WOOD,6,11,87.45,7.95
85175,CACTI T-LIGHT CANDLES,5,208,87.36,0.42
21313,GLASS HEART T-LIGHT HOLDER,7,102,86.7,0.85
37461,FUNKY MONKEY MUG,3,100,86.6,1.1166666666666667
72814,SET/3 CHRISTMAS BRIAR CANDLES,5,23,86.25,3.75
20969,RED FLORAL FELTCRAFT SHOULDER BAG,6,23,86.25,3.75
21486,PINK HEART DOTS HOT WATER BOTTLE,8,23,86.25,3.75
20829,GLITTER HANGING BUTTERFLY STRING,9,41,86.10000000000002,2.1
35962,12 ASS ZINC CHRISTMAS DECORATIONS,5,41,86.10000000000001,2.1
22143,CHRISTMAS CRAFT HEART DECORATIONS,10,41,86.10000000000001,2.1
22347,PIZZA SLICE DISH,8,68,85.0,1.25
22219,LOVEBIRD HANGING DECORATION WHITE,7,100,85.0,0.85
20934,SET/3 POT PLANT CANDLES,2,17,84.65,5.2
22222,CAKE PLATE LOVEBIRD WHITE,5,17,84.15,4.95
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,6,33,84.14999999999999,2.55
21908,CHOCOLATE THIS WAY METAL SIGN,10,40,84.0,2.1
21499,BLUE SPOTS  WRAP,7,200,84.0,0.42
21399,BLUE  SPOTTY  COFFEE MUG,1,48,84.0,1.75
21875,KINGS CHOICE MUG,11,67,83.75,1.25
21809,CHRISTMAS HANGING TREE WITH BELL,7,67,83.75,1.25
84792,ENCHANTED BIRD COATHANGER 5 HOOK,5,18,83.7,4.65
85018D,YULETIDE IMAGES S/6 PAPER BOXES,3,37,83.55000000000001,2.4
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,3,15,83.25,5.783333333333333
21185,HOME SWEET HOME  BLACKBOARD,5,13,82.54999999999998,6.349999999999999
21691,SILVER VANILLA FLOWER CANDLE POT,5,22,82.5,3.75
21122,SET/10 PINK SPOTTY PARTY CANDLES,12,66,82.5,1.25
21440,12 MINI TOADSTOOL PEGS,8,66,82.5,1.25
22253,6 CROCHET STRAWBERRIES,5,66,82.5,1.25
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,5,97,82.44999999999999,0.85
21143,ANTIQUE GLASS HEART DECORATION,4,42,81.9,1.95
21561,DINOSAUR LUNCHBOX WITH CUTLERY,9,32,81.6,2.55
90087,CRYSTAL SEA HORSE PHONE CHARM,1,96,81.6,0.85
84670,JAPANESE CROCHETED ANIMAL,9,194,81.48,0.42
21135,VICTORIAN  METAL POSTCARD SPRING,3,48,81.12,1.69
85126,LARGE ROUND CUTGLASS CANDLESTICK,2,12,81.0,6.75
21581,SKULLS  DESIGN  COTTON TOTE BAG,5,36,81.0,2.25
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,9,49,80.85,1.65
21895,POTTING SHED SOW 'N' GROW SET,4,19,80.75,4.25
21918,SET 12 KIDS COLOUR  CHALK STICKS,9,192,80.64,0.42000000000000004
84951A,S/4 PISTACHIO LOVEBIRD COASTERS,2,62,80.1,1.9
16237,SLEEPING CAT ERASERS,9,381,80.00999999999999,0.21
20723,STRAWBERRY CHARLOTTE BAG,10,94,79.9,0.85
21805,WHITE CHRISTMAS TREE DECORATION,7,190,79.8,0.42
22177,5 HOOK BLACKBOARD ORGANISER,4,8,79.6,9.95
21900,"KEY FOB , SHED",7,122,79.3,0.65
21813,GARLAND WITH STARS AND BELLS,4,16,79.20000000000002,4.95
84948,SILVER HANGING T-LIGHT HOLDER DOME,3,48,79.19999999999999,1.6499999999999997
22309,TEA COSY RED  STRIPE,7,31,79.05,2.55
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,6,63,78.75,1.25
35001G,HAND OPEN SHAPE GOLD,3,22,78.02000000000001,3.9633333333333334
21285,RETRO SPOT CANDLE  MEDIUM,4,37,77.70000000000002,2.1
21033,JUMBO BAG CHARLIE AND LOLA TOYS,3,36,77.7,2.6333333333333333
21094,SET/6 RED SPOTTY PAPER PLATES,5,114,76.74,0.8079999999999999
21077,SET/20 WOODLAND PAPER NAPKINS,6,114,76.73999999999998,0.815
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,5,26,76.70000000000002,2.95
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,5,18,76.5,4.25
22194,BLACK DINER WALL CLOCK,3,9,76.5,8.5
20703,BLUE PADDED SOFT MOBILE,4,18,76.5,4.25
21299,EDWARDIAN TOILET ROLL UNIT,5,6,76.5,12.75
84830,LARGE ENGLISH ARBORETUM,1,6,76.5,12.75
20768,GREEN FERN JOURNAL,3,30,76.5,2.55
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,6,6,76.5,12.75
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,8,30,76.49999999999999,2.55
20674,GREEN SPOTTY BOWL,1,72,76.32000000000001,1.06
21839,MUMMY MOUSE RED GINGHAM RIBBON,6,14,76.30000000000001,5.45
84510B,SET OF 4 FAIRY CAKES COASTERS,7,61,76.25,1.25
21124,SET/10 BLUE SPOTTY PARTY CANDLES,10,61,76.25,1.25
35004S,SET OF 3 SILVER FLYING DUCKS,4,12,76.19999999999999,6.35
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,2,5,75.95,15.85
22156,HEART DECORATION WITH PEARLS,5,89,75.64999999999999,0.85
21989,PACK OF 20 SKULL PAPER NAPKINS,7,89,75.64999999999999,0.85
35951,FOLKART BAUBLE CHRISTMAS DECORATION,5,194,75.46000000000001,0.554
21034,REX CASH+CARRY JUMBO SHOPPER,39,79,75.05000000000001,0.95
20668,DISCO BALL CHRISTMAS DECORATION,8,673,75.00000000000001,0.1175
22202,MILK PAN PINK RETROSPOT,7,20,75.0,3.75
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",3,60,75.0,1.25
21618,4 WILDFLOWER BOTANICAL CANDLES,3,20,75.0,3.75
21438,TUB 24 HANGING EASTER EGGS SPOTTY,1,20,75.0,3.75
22127,PARTY CONES CARNIVAL ASSORTED,4,60,75.0,1.25
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,4,109,74.83000000000001,2.3075
21752,GLASS CAKE STAND MIRRORED BASE,3,5,74.75,14.95
48195,DOOR MAT GREEN PAISLEY,5,11,74.25,6.75
47505,MINATURE COLOURED GARDENING SET,6,15,74.25,4.95
21351,CINAMMON & ORANGE WREATH,4,11,74.25,6.75
22075,6 RIBBONS ELEGANT CHRISTMAS,8,45,74.24999999999999,1.65
22246,"GARLAND, MAGIC GARDEN 1.8M",4,38,74.1,1.95
21588,RETRO SPOT GIANT  TUBE MATCHES,6,29,73.94999999999999,2.55
10135,COLOURING PENCILS BROWN TUBE,7,59,73.75,1.25
22049,WRAP CHRISTMAS SCREEN PRINT,6,175,73.5,0.42
21703,BAG 125g SWIRLY MARBLES,3,202,73.32000000000001,0.38000000000000006
21704,BAG 250g SWIRLY MARBLES,6,97,73.08999999999999,0.8283333333333333
84006,MAGIC TREE -PAPER FLOWERS,3,85,72.25,0.85
85176,SEWING SUSAN 21 NEEDLE SET,5,85,72.24999999999999,0.85
84934,ASSTD DESIGN POP ART SLIM PEN,3,84,71.4,0.85
10133,COLOURING PENCILS BROWN TUBE,7,84,71.4,0.85
47580,TEA TIME DES TEA COSY,9,28,71.39999999999998,2.55
21663,VINTAGE GLASS SUGAR CADDY,2,13,71.35000000000001,5.7
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,2,13,71.35000000000001,5.7
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",2,49,71.25,1.5499999999999998
20819,SILVER TEDDY BEAR,6,35,71.25,3.3333333333333335
20977,36 PENCILS TUBE WOODLAND,11,57,71.25,1.25
22072,TEA CUP AND SAUCER RETRO SPOT,6,19,71.25,3.75
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,8,301,71.22000000000001,0.3625
22076,6 RIBBONS EMPIRE,7,55,70.95,1.4142857142857141
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,2,24,70.80000000000001,2.95
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3,24,70.80000000000001,2.9500000000000006
21744,SNOWFLAKE PORTABLE TABLE LIGHT,4,24,70.80000000000001,2.9500000000000006
84773,RED ROSE AND LACE C/COVER,2,24,70.80000000000001,2.95
22163,HEART STRING MEMO HOLDER HANGING,4,24,70.80000000000001,2.9500000000000006
21916,SET 12 RETRO WHITE CHALK STICKS,10,168,70.56,0.42
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,4,14,69.30000000000001,9.95
20974,12 PENCILS SMALL TUBE SKULL,15,106,68.9,0.65
84507B,STRIPES DESIGN MONKEY DOLL,6,27,68.85,2.55
21891,TRADITIONAL WOODEN SKIPPING ROPE,8,55,68.75,1.25
21829,DINOSAUR KEYRINGS ASSORTED,7,324,68.03999999999999,0.21
21818,GLITTER CHRISTMAS HEART,6,80,68.0,0.85
22172,METAL SHELF WITH RAIL,6,8,68.0,8.5
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,16,68.0,4.25
22224,WHITE LOVEBIRD LANTERN,5,23,67.85000000000001,2.9500000000000006
72529W,WHITE ADVENT CANDLE,8,32,67.84,2.12
85114C,RED ENCHANTED FOREST PLACEMAT,4,41,67.64999999999999,1.65
79323GR,GREEN CHERRY LIGHTS,2,10,67.5,6.75
21364,PEACE SMALL WOOD LETTERS,4,10,67.5,6.75
85178,VICTORIAN SEWING KIT,7,54,67.5,1.25
20961,STRAWBERRY BATH SPONGE,10,54,67.5,1.25
21357,TOAST ITS - DINOSAUR,10,54,67.5,1.25
21658,GLASS  BEURRE DISH,4,17,67.15,3.95
35004P,SET OF 3 PINK FLYING DUCKS,2,14,66.7,5.050000000000001
22101,MIRROR MOSAIC VOTIVE HOLDER,1,36,66.60000000000001,1.8500000000000003
21976,PACK OF 60 MUSHROOM CAKE CASES,5,121,66.55000000000001,0.55
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,11,156,65.52,0.42
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,5,36,65.4,2.6100000000000003
21661,VINTAGE GLASS TEA CADDY,1,12,65.4,5.45
21662,VINTAGE GLASS COFFEE CADDY,1,12,65.4,5.45
21578,WOODLAND DESIGN  COTTON TOTE BAG,4,29,65.25,2.25
84754,S/15 SILVER GLASS BAUBLES IN BAG,7,52,65.0,1.25
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,5,20,65.0,3.25
72799E,IVORY PILLAR CANDLE SILVER FLOCK,4,22,64.9,2.9500000000000006
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,5,22,64.9,2.95
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6,13,64.35000000000001,4.95
22284,HEN HOUSE DECORATION,3,39,64.35,1.6499999999999997
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,2,25,64.14999999999999,2.75
82081,PINK HEARTS PHOTO ALBUM,2,26,63.8,5.225
21893,POTTING SHED SEED TIN,4,15,63.75,4.25
21726,MULTI HEARTS  STICKERS,5,75,63.75,0.85
84968C,S/16 VINTAGE PISTACHIO CUTLERY,2,5,63.75,12.75
22151,PLACE SETTING WHITE HEART,7,151,63.42,0.42
85032D,YULETIDE IMAGES GIFT WRAP SET,3,30,63.00000000000001,2.1
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3,30,63.00000000000001,2.1
16161U,"WRAP,SUKI AND FRIENDS",6,150,63.0,0.42
47503F,ASS FLORAL PRINT TORCH,4,38,62.69999999999999,1.65
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,7,42,62.580000000000005,1.49
21252,SET OF MEADOW  FLOWER STICKERS,4,34,62.5,2.6350000000000002
20963,APPLE BATH SPONGE,9,49,61.25,1.25
85049C,ROMANTIC PINKS RIBBONS,5,49,61.25,1.25
72799A,BLACK PILLAR CANDLE SILVER FLOCK,1,24,61.199999999999996,2.55
85087,CANDY SPOT CUSHION COVER,1,24,61.199999999999996,2.55
20770,ABSTRACT CIRCLE JOURNAL,2,24,61.199999999999996,2.55
22030,SWALLOWS GREETING CARD,10,145,60.89999999999999,0.42
21349,IVY HEART WREATH,5,9,60.75,6.75
21115,ROSE CARAVAN DOORSTOP,4,9,60.75,6.75
85103,SILVER T-LIGHT SETTING,5,9,60.75,6.75
22153,ANGEL DECORATION STARS ON DRESS,3,144,60.480000000000004,0.42
21803,CHRISTMAS TREE STAR DECORATION,4,144,60.48,0.42
21544,SKULLS  WATER TRANSFER TATTOOS,10,71,60.35000000000001,0.85
10138,ASSORTED COLOUR JUMBO PEN,5,143,60.059999999999995,0.42
75049L,LARGE CIRCULAR MIRROR MOBILE,4,48,60.0,1.25
21892,TRADITIONAL WOODEN CATCH CUP GAME,8,48,60.0,1.25
84510A,SET OF 4 ENGLISH ROSE COASTERS,10,48,60.0,1.25
22270,HAPPY EASTER HANGING DECORATION,1,16,60.0,3.75
21768,WALL MOUNTED VINTAGE ORGANISER,4,4,59.8,14.95
22192,BLUE DINER WALL CLOCK,5,7,59.5,8.5
22201,FRYING PAN BLUE POLKADOT,4,14,59.5,4.25
20981,12 PENCILS TALL TUBE WOODLAND,9,70,59.5,0.85
22231,JIGSAW TREE WITH BIRDHOUSE,4,41,59.449999999999996,1.45
85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,12,59.400000000000006,4.95
22314,OFFICE MUG WARMER CHOC+BLUE,2,12,59.400000000000006,4.95
21534,DAIRY MAID LARGE MILK JUG,6,12,59.400000000000006,4.95
22341,LOVE GARLAND PAINTED ZINC,2,36,59.39999999999999,1.6499999999999997
21741,COSY SLIPPER SHOES LARGE GREEN,6,20,59.00000000000001,2.95
22085,PAPER CHAIN KIT SKULLS,4,20,59.00000000000001,2.9500000000000006
22091,EMPIRE TISSUE BOX,7,47,58.75,1.25
47504K,ENGLISH ROSE GARDEN SECATEURS,4,30,58.5,1.95
84559A,3D SHEET OF DOG STICKERS,5,68,57.8,0.8499999999999999
21911,GARDEN METAL SIGN,5,35,57.74999999999999,1.65
20658,RED SPOTTY LUGGAGE TAG,5,46,57.5,1.25
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,2,10,57.1,8.350000000000001
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,9,67,56.95,0.85
85053,FRENCH ENAMEL CANDLEHOLDER,8,27,56.7,2.1
90125A,PINK BERTIE GLASS BEAD BAG CHARM,2,27,56.7,2.1
21576,LETS GO SHOPPING COTTON TOTE BAG,4,25,56.25,2.25
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,5,15,56.25,3.75
21494,ROTATING LEAVES T-LIGHT HOLDER,2,22,56.099999999999994,2.55
70006,LOVE HEART POCKET WARMER,6,34,56.09999999999999,1.65
85180A,RED HEARTS LIGHT CHAIN,3,12,55.800000000000004,4.65
84690,S/2 BEACH HUT STOOLS,2,7,55.650000000000006,7.95
21917,SET 12 KIDS  WHITE CHALK STICKS,6,132,55.44,0.42000000000000004
